#separator:tab
#html:true
#notetype:Basic
#deck:APFC::2 Discrimination
#tags column:3
Give the discriminating line.<br><br><b>Communal Award / Poona Pact</b>	The Award gave the depressed classes <b>separate electorates</b>; the Pact replaced them with <b>reserved seats in the general electorate</b>. It changed the form of reservation, it did not abolish it	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Champaran / Ahmedabad / Kheda</b>	First <b>satyagraha</b> in India; first <b>hunger strike</b>; first <b>non-cooperation</b> — 1917, 1918, 1918. Three different "firsts" inside two years	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Lokhande 1884 / Madras Labour Union 1918</b>	The first labour <b>association</b>; the first organised <b>trade union</b>. Note that <b>AITUC (1920) predates the Trade Unions Act (1926)</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Cripps / Cabinet Mission</b>	1942 and 1946 — <b>Stafford Cripps was in both</b>, which is why they are confused	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>INA founding / Bose's leadership</b>	Formed <b>1942</b>; <b>Bose took charge in 1943</b>. He reorganised and led it; he did not found it	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Hygrometer / hydrometer</b>	<b>Humidity</b>; <b>relative density of liquids</b>. A phonetic trap, not a conceptual one — rehearse the letter	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Barometer / manometer</b>	Atmospheric pressure; <b>gas</b> pressure	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Brass / bronze</b>	Copper with <b>zinc</b>; copper with <b>tin</b>. German silver contains <b>no silver</b>	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Rickets / osteomalacia</b>	The <b>same</b> vitamin D deficiency — in children, and in adults	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>RAM / ROM</b>	<b>Volatile</b>; <b>non-volatile</b> — F9.5	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Register / cache</b>	The <b>register</b> is the fastest memory, inside the CPU; cache is <b>second</b> — F9.5	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Compiler / interpreter</b>	<b>Whole program at once</b>; <b>line by line</b> — F9.6	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Switch / router</b>	<b>Data link</b> layer, MAC addresses; <b>network</b> layer, IP addresses — F9.7	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>SMTP / POP3</b>	<b>Sending</b>; <b>receiving</b> — F9.7	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Virus / worm</b>	A virus needs a <b>host and user action</b>; a worm <b>self-replicates</b> across networks independently	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b>Malaria's agent</b>	<b>Protozoan</b> — <i>Plasmodium</i>. The most misclassified disease in Indian competitive exams — F9.4	APFC::M11::F11_4 syllabus::exam-craft type::discrimination
Give the discriminating line.<br><br><b><b>EPFO and ESIC</b></b>	Both statutory, both tripartite, both under the Labour Ministry. EPFO does <b>retirement savings, pension and death-linked insurance</b>; ESIC does <b>health insurance and medical care</b>. Different contingencies, different thresholds — 20 employees against 10, ₹15,000 against ₹21,000	APFC::M12::F12_2 syllabus::interview type::discrimination
Give the discriminating line.<br><br><b><b>EPS and the National Pension System</b></b>	EPS is a <b>defined-benefit</b>, employment-linked, mandatory scheme for covered employees. NPS is <b>defined-contribution</b>, market-linked, individual-account, and regulated by PFRDA. The risk sits with the fund in the first and with the subscriber in the second	APFC::M12::F12_2 syllabus::interview type::discrimination
Give the discriminating line.<br><br><b><b>EPFO and PFRDA</b></b>	Different statutes, different schemes. PFRDA does <b>not</b> regulate EPFO's schemes	APFC::M12::F12_2 syllabus::interview type::discrimination
Give the discriminating line.<br><br><b><b>Contributory and non-contributory security</b></b>	EPFO is <b>contributory</b> — an earned entitlement from wages. Schemes like PM-JAY or the old-age pension components are largely <b>non-contributory and tax-financed</b>. The distinction matters for who can be covered	APFC::M12::F12_2 syllabus::interview type::discrimination
