#separator:tab
#html:true
#notetype:Basic
#deck:APFC::5 Definitions and Pairs
#tags column:3
D. Gateway	4. Connects dissimilar networks	APFC::M09::F9_7 syllabus::science type::definition
Recommended by	The <b>Central Board of Trustees</b>, at its meeting of <b>28 February 2026</b>	APFC::M10::F10_2 syllabus::current-affairs type::definition
Ratified by	The <b>Government</b> (Finance Ministry concurrence), June 2026	APFC::M10::F10_2 syllabus::current-affairs type::definition
Contributing members	over <b>7 crore</b>	APFC::M10::F10_2 syllabus::current-affairs type::definition
CBT chaired by	<b>Mansukh Mandaviya</b>, Union Minister for Labour and Employment	APFC::M10::F10_2 syllabus::current-affairs type::definition
<b>§2 to §12</b>	The paper — 120 questions in eleven parts	APFC::M11::F11_2 syllabus::exam-craft type::definition
<b>§13</b>	The answer key, for scoring	APFC::M11::F11_2 syllabus::exam-craft type::definition
<b>§14</b>	Explanations, part by part	APFC::M11::F11_2 syllabus::exam-craft type::definition
<b>§15</b>	The score analysis sheet	APFC::M11::F11_2 syllabus::exam-craft type::definition
<b>§16, §17</b>	What the mock was testing, and the attempt protocol	APFC::M11::F11_2 syllabus::exam-craft type::definition
<b>§13</b>	The answer key	APFC::M11::F11_5 syllabus::exam-craft type::definition
<b>§14</b>	Explanations, part by part, each tagged with its <b>trap code</b>	APFC::M11::F11_5 syllabus::exam-craft type::definition
<b>§15</b>	Score analysis, including the trap-signature cross-check	APFC::M11::F11_5 syllabus::exam-craft type::definition
<b>§13</b>	Answer key	APFC::M11::F11_6 syllabus::exam-craft type::definition
<b>§15</b>	Score analysis, and the three-mock trend	APFC::M11::F11_6 syllabus::exam-craft type::definition
<b>§16, §17</b>	What the mock was testing, and the final protocol	APFC::M11::F11_6 syllabus::exam-craft type::definition
